,COEFF,QUARTER,REFYEAR,REFWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
13360,0.0772103507,_A,2004,20,DK,3.0,1,9,2.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,5,5.0,4,3.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,1.0,9.0,9.0,,9,9,9.0,
13386,0.1456733184,_A,2004,16,DK,0.0,1,9,3.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,11.0,005-EU28,1.0,99,5.0,9,000-OWN COUNTRY,1992.0,99.0,1.0,1.0,9.0,39.0,45.0,,,1.0,1.0,39.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,1.0,5.0,2.0,999.0,1.0,9.0,1.0,H,144.0,,,9.0,9.0,9,9,9.0,9.0
13397,0.4076289557,_A,2004,19,DK,0.0,1,9,3.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,9,5.0,4,000-OWN COUNTRY,1989.0,99.0,1.0,1.0,9.0,37.0,0.0,,,99.0,1.0,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,37.0,1.0,9.0,1.0,M,180.0,,,9.0,9.0,9,9,9.0,9.0
13412,0.376245573,_A,2004,17,DK,0.0,1,9,3.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,4,5.0,9,000-OWN COUNTRY,1986.0,99.0,1.0,1.0,9.0,37.0,0.0,,,99.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,216.0,,,9.0,9.0,9,9,9.0,9.0
13420,0.0544584877,_A,2004,21,DK,0.0,1,9,2.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,6,5.0,4,2.0,3.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,6.0,9.0,9.0,,9,9,9.0,
13424,0.4108972234,_A,2004,26,DK,0.0,1,9,3.0,2,6,2004,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,1,5.0,4,4.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,88.0,2.0,1.0,1.0,M,999.0,3.0,9.0,9.0,,9,9,9.0,
13425,0.5294843534,_A,2004,23,DK,0.0,1,9,2.0,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,5.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,1.0,5.0,2.0,999.0,2.0,1.0,1.0,M,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
13433,0.0910541822,_A,2004,25,DK,0.0,1,9,1.0,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,1,5.0,4,2.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,5.0,9.0,9.0,,9,9,9.0,
13465,0.6130263271,_A,2004,17,DK,3.0,1,9,1.0,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1999.0,99.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,45.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,60.0,,,9.0,9.0,9,9,9.0,9.0
13476,0.490819623,_A,2004,21,DK,0.0,1,9,2.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,3,5.0,4,000-OWN COUNTRY,2001.0,99.0,2.0,1.0,9.0,8.0,0.0,,,99.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,2,1.0,5.0,2.0,999.0,1.0,9.0,1.0,M,36.0,,,9.0,9.0,9,9,9.0,9.0
13515,0.1387184985,_A,2004,24,DK,3.0,1,9,2.0,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,9,5.0,4,2.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
13517,0.3410101973,_A,2004,23,DK,0.0,1,9,2.0,2,6,2004,1,2,47.0,NO ANSWER,,NO ANSWER,1.0,7,5.0,4,000-OWN COUNTRY,1997.0,99.0,1.0,1.0,9.0,37.0,0.0,,,99.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,84.0,,,9.0,9.0,9,9,9.0,9.0
13621,0.1706577846,_A,2004,16,DK,0.0,1,9,2.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,1.0,2.0,4.0,37.0,28.0,,,12.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,0.0,,,9.0,9.0,9,9,9.0,9.0
13622,0.0862900216,_A,2004,25,DK,0.0,1,9,3.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,1.0,1.0,1.0,9.0,40.0,40.0,,,97.0,,37.0,1.0,2.0,0.0,0.0,9.0,9999.0,99,9.0,9,,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,5.0,,,,9.0,9,9,,9.0
13638,0.1444154539,_A,2004,23,DK,0.0,1,9,2.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,5,5.0,4,3.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,2.0,9.0,9.0,,9,9,9.0,
13645,0.076616757,_A,2004,24,DK,3.0,1,9,3.0,2,6,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,5.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,L,999.0,7.0,9.0,9.0,,9,9,9.0,
13647,0.0577458032,_A,2004,14,DK,0.0,1,9,3.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,9.0,1.0,2.0,6.0,42.0,45.0,,,1.0,,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,10.0,1.0,9.0,1.0,H,19.0,,,9.0,9.0,9,9,9.0,9.0
13663,0.1527056722,_A,2004,25,DK,0.0,1,9,1.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,2.0,1.0,2.0,2.0,34.0,34.0,,,97.0,1.0,32.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,4.0,,,9.0,9.0,9,9,9.0,9.0
13693,0.5736587923,_A,2004,24,DK,0.0,1,9,2.0,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,1.0,1.0,9.0,37.0,44.0,,,1.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,2.0,,,9.0,9.0,9,9,9.0,9.0
13695,0.3817243018,_A,2004,22,DK,0.0,1,9,2.0,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,3,5.0,4,2.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,2.0,9.0,9.0,,9,9,9.0,
13728,0.3662292453,_A,2004,24,DK,0.0,1,9,2.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,9,5.0,4,NO ANSWER,,99.0,1.0,1.0,9.0,0.0,0.0,,,99.0,,,1.0,,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,,,,9.0,9.0,9,9,9.0,9.0
13734,0.5583225408,_A,2004,24,DK,0.0,1,9,1.0,2,6,2004,1,1,65.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,12,5.0,4,3.0,2.0,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
13755,0.1103617515,_A,2004,16,DK,0.0,1,9,2.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,1996.0,99,9.0,4,3.0,2.0,1,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,H,999.0,8.0,9.0,9.0,9.0,9,9,9.0,9.0
13756,0.1150409964,_A,2004,16,DK,0.0,1,9,2.0,2,4,2004,1,2,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,10,5.0,4,3.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,,9.0,1.0,,2.0,2.0,1.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
13758,0.4991321234,_A,2004,24,DK,0.0,1,9,2.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,7.0,1.0,1.0,9.0,37.0,29.0,,,7.0,1.0,36.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,8.0,1.0,9.0,1.0,H,23.0,,,9.0,9.0,9,9,9.0,9.0
13761,0.0544207226,_A,2004,26,DK,3.0,1,9,2.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,5.0,2.0,1.0,9.0,26.0,18.0,,,7.0,1.0,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,13.0,,,9.0,9.0,9,9,9.0,9.0
13768,0.375383772,_A,2004,25,DK,0.0,1,9,1.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1986.0,99.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,216.0,,,9.0,9.0,9,9,9.0,9.0
13784,0.0786108036,_A,2004,14,DK,3.0,1,9,2.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2000.0,99,5.0,4,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,L,999.0,8.0,9.0,9.0,,9,9,9.0,
13795,0.5024232655,_A,2004,15,DK,3.0,1,9,3.0,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2003.0,2.0,2.0,1.0,9.0,6.0,6.0,,,97.0,1.0,8.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,5.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,1.0,2.0,2.0,999.0,1.0,9.0,1.0,L,14.0,,,9.0,9.0,9,9,9.0,9.0
13798,0.4994112572,_A,2004,18,DK,0.0,1,9,1.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1999.0,99.0,1.0,2.0,3.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,4.0,1.0,9.0,1.0,H,60.0,,,9.0,9.0,9,9,9.0,9.0
13823,0.0922333545,_A,2004,21,DK,0.0,1,9,1.0,2,5,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,3,5.0,4,3.0,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,28.0,2.0,3.0,1.0,M,999.0,5.0,9.0,9.0,,9,9,9.0,
13824,0.5137302113,_A,2004,23,DK,0.0,1,9,3.0,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,1.0,2.0,1.0,9.0,10.0,8.0,,,7.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,1.0,3.0,1.0,106.0,1.0,9.0,1.0,M,17.0,,,9.0,9.0,9,9,9.0,9.0
13826,0.1036179858,_A,2004,21,DK,3.0,1,9,2.0,2,5,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,1,5.0,4,2.0,3.0,0,1,1,1,1,1,0,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,7.0,9.0,9.0,,9,9,9.0,
13833,0.1377046414,_A,2004,17,DK,3.0,1,9,1.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,,99,9.0,4,,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
13836,0.0761195947,_A,2004,21,DK,0.0,1,9,1.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,3.0,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,L,999.0,7.0,9.0,9.0,,9,9,9.0,
13850,0.5433291488,_A,2004,15,DK,0.0,1,9,3.0,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,2.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
13853,0.6398189533,_A,2004,22,DK,0.0,1,9,1.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,5.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,10.0,3.0,9.0,1.0,M,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
13864,0.6415360873,_A,2004,23,DK,0.0,1,9,2.0,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,2.0,2.0,1.0,9.0,20.0,14.0,,,12.0,1.0,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,0,0,1,0,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,4.0,,,9.0,9.0,9,9,9.0,9.0
13869,0.1073566748,_A,2004,14,DK,3.0,1,9,2.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,5,5.0,4,3.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,H,999.0,4.0,9.0,9.0,,9,9,9.0,
13871,0.1385267463,_A,2004,20,DK,0.0,1,9,1.0,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,11,5.0,4,5.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,1.0,1.0,M,999.0,6.0,9.0,9.0,,9,9,9.0,
13901,0.8404057944,_A,2004,15,DK,0.0,1,9,3.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2001.0,99.0,1.0,1.0,9.0,45.0,30.0,,,12.0,,45.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,36.0,,,9.0,9.0,9,9,9.0,9.0
13915,0.1495376662,_A,2004,21,DK,0.0,1,9,2.0,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,9.0,1.0,2.0,6.0,37.0,21.0,,,11.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,1.0,3.0,2.0,999.0,1.0,9.0,1.0,M,8.0,,,9.0,9.0,9,9,9.0,9.0
13948,0.1756026874,_A,2004,23,DK,3.0,1,9,2.0,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,1,5.0,4,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,5.0,9.0,9.0,,9,9,9.0,
13951,0.1272686178,_A,2004,15,DK,3.0,1,9,1.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,7,5.0,4,3.0,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
13959,0.058418719,_A,2004,16,DK,0.0,1,9,1.0,2,4,2004,1,2,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,3.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,H,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
13976,0.0934566296,_A,2004,24,DK,3.0,1,9,1.0,2,6,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,,99,9.0,4,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
14003,0.0809943108,_A,2004,17,DK,3.0,1,9,2.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,3.0,3.0,1,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
14005,0.5688997197,_A,2004,16,DK,3.0,1,9,2.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,1.0,2.0,3.0,36.0,36.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,0.0,,,9.0,9.0,9,9,9.0,9.0
14007,0.5224435574,_A,2004,17,DK,0.0,1,9,2.0,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,9.0,2.0,1.0,9.0,18.0,23.0,,,1.0,1.0,50.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,9.0,2,1.0,3.0,1.0,15.0,1.0,9.0,1.0,M,19.0,,,9.0,9.0,9,9,9.0,9.0
