,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
130128,0.1732609534,_A,2004,21,22,ES,0.0,1,9,1,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,2,2,9.0,2.0,999.0,3,9.0,0,L,999,2.0,9.0,9.0,,05,9,9,9.0,
130152,0.0543473279,_A,2004,15,16,ES,3.0,1,9,6,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,3.0,1.0,1,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,2.0,9.0,9.0,,04,9,9,9.0,
130162,0.4776188457,_A,2004,16,17,ES,0.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,03,9,9,9.0,
130172,0.7846410799,_A,2004,20,21,ES,0.0,1,9,6,2,5,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2003,10.0,2,1,9.0,20,20,,,97,1.0,60.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,2.0,0,0,1,1,1,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,L,7,,,9.0,9.0,01,9,9,9.0,9.0
130218,0.1637572122,_A,2004,14,15,ES,0.0,1,9,1,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,1.0,0,1,0,0,0,0,0,0,0,0,0.0,0,9.0,1,1,5.0,2.0,999.0,2,1.0,1,M,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
130234,0.1251029959,_A,2004,19,20,ES,0.0,1,9,3,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,4.0,2,2,3.0,20,20,,,97,1.0,30.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,2.0,0,0,1,1,1,0,0,0,0,1,0.0,0,9.0,2,2,9.0,1.0,,1,9.0,1,H,1,,,9.0,9.0,03,9,9,9.0,9.0
130290,0.2512090697,_A,2004,19,20,ES,0.0,1,9,2,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003,3.0,1,2,,35,35,,,97,0.0,35.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,3.0,0,0,0,1,1,1,0,0,0,0,0.0,0,9.0,9,2,9.0,1.0,,1,9.0,1,H,14,,,9.0,9.0,03,9,9,9.0,9.0
130330,0.6966807785,_A,2004,14,15,ES,3.0,1,9,2,2,4,2004,1,1,32.0,NO ANSWER,,NO ANSWER,2.0,99,5.0,9,000-OWN COUNTRY,2003,11.0,1,2,,40,40,,,97,,50.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,L,5,,,9.0,9.0,6+,9,9,9.0,9.0
130347,0.1740082497,_A,2004,22,23,ES,0.0,1,9,2,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,H,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
130370,0.2210221881,_A,2004,26,27,ES,3.0,1,9,1,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,6.0,5.0,4,3.0,1.0,1,0,1,1,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,1.0,9.0,9.0,,03,9,9,9.0,
130395,0.5656982975,_A,2004,17,18,ES,0.0,1,9,2,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,1.0,1,2,,35,35,,,97,0.0,35.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,1,1,0,1,0,0,0,1,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,H,3,,,9.0,9.0,04,9,9,9.0,9.0
130400,0.3554194395,_A,2004,24,25,ES,0.0,1,9,2,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,,5.0,4,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,H,999,7.0,9.0,9.0,,03,9,9,9.0,
130442,0.2572238798,_A,2004,21,22,ES,3.0,1,9,1,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1989,99.0,1,1,9.0,40,40,,,97,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,,,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,180,,,9.0,9.0,01,9,9,9.0,9.0
130452,0.1650783477,_A,2004,19,20,ES,3.0,1,9,6,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2003,10.0,2,9,9.0,10,10,99.0,99.0,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,1,9.0,1,M,7,,,9.0,9.0,05,9,9,9.0,9.0
130460,0.3364588434,_A,2004,26,27,ES,0.0,1,9,5,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,6.0,1.0,1,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,1.0,1,H,999,2.0,9.0,9.0,,01,9,9,9.0,
130466,0.1620756127,_A,2004,21,22,ES,3.0,1,9,2,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,5.0,2,2,1.0,18,18,,,97,0.0,18.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,1.0,1,0,1,1,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,H,0,,,9.0,9.0,03,9,9,9.0,9.0
130477,0.5223626983,_A,2004,25,26,ES,0.0,1,9,6,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,3.0,0,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,3.0,1,L,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
130509,0.4503090438,_A,2004,15,18,ES,3.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,2.0,3.0,1,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,H,999,,9.0,9.0,9.0,02,9,9,9.0,9.0
130537,0.1290852126,_A,2004,20,21,ES,3.0,1,9,5,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,10.0,5.0,4,6.0,2.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,04,9,9,9.0,
130551,0.144469271,_A,2004,20,21,ES,3.0,1,9,5,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,2.0,9.0,9.0,,04,9,9,9.0,
130552,0.3332337001,_A,2004,15,16,ES,0.0,1,9,3,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,3.0,2,2,3.0,24,16,,,12,1.0,35.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0.0,0,9.0,2,2,9.0,2.0,999.0,1,9.0,0,L,1,,,9.0,9.0,04,9,9,9.0,9.0
130571,0.1423984985,_A,2004,26,27,ES,3.0,1,9,5,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,0.0,4,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
130573,0.6665256373,_A,2004,26,27,ES,0.0,1,9,6,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,6.0,3.0,0,0,0,1,0,1,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,2.0,9.0,9.0,,02,9,9,9.0,
130575,0.3719707103,_A,2004,25,26,ES,0.0,1,9,4,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,7.0,5.0,4,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,2,2,9.0,2.0,999.0,3,9.0,0,L,999,4.0,9.0,9.0,,01,9,9,9.0,
130613,0.1213145559,_A,2004,24,25,ES,3.0,1,9,5,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,2.0,5.0,4,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,1.0,,3,9.0,1,H,999,3.0,9.0,9.0,,04,9,9,9.0,
130626,0.5704333224,_A,2004,15,16,ES,0.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,9.0,5.0,4,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,6.0,9.0,9.0,,03,9,9,9.0,
130635,0.196753748,_A,2004,22,23,ES,0.0,1,9,4,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,2.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
130637,0.6237505334,_A,2004,15,16,ES,0.0,1,9,2,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,M,999,3.0,9.0,9.0,,02,9,9,9.0,
130662,0.0965055735,_A,2004,22,23,ES,0.0,1,9,2,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,4.0,2.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,1,5.0,2.0,999.0,2,2.0,1,M,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
130688,0.2439386902,_A,2004,14,15,ES,0.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,3.0,1.0,1,0,1,1,0,1,1,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,2.0,9.0,9.0,,03,9,9,9.0,
130691,0.4797227258,_A,2004,18,19,ES,0.0,1,9,1,2,4,2004,1,1,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,4.0,5.0,4,6.0,3.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,2,2,9.0,2.0,999.0,3,9.0,0,H,999,5.0,9.0,9.0,,04,9,9,9.0,
130717,0.2779071521,_A,2004,19,20,ES,3.0,1,9,2,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
130725,0.3031694337,_A,2004,14,15,ES,0.0,1,9,6,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,1,3.0,2.0,999.0,2,1.0,1,M,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
130732,0.3357556606,_A,2004,20,24,ES,0.0,1,9,1,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2000,99.0,5.0,4,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,8.0,9.0,9.0,,05,9,9,9.0,
130744,0.2698439989,_A,2004,26,27,ES,3.0,1,9,3,2,6,2004,1,1,47.0,NO ANSWER,,NO ANSWER,2.0,99,5.0,9,000-OWN COUNTRY,2003,12.0,1,2,,30,30,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,3.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,L,6,,,9.0,9.0,03,9,9,9.0,9.0
130745,0.2512514547,_A,2004,18,19,ES,0.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,3,9.0,1,H,999,3.0,9.0,9.0,,6+,9,9,9.0,
130759,0.1555119925,_A,2004,24,25,ES,0.0,1,9,1,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,2.0,0,0,1,1,1,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,H,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
130760,0.1272075939,_A,2004,14,15,ES,3.0,1,9,1,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,0.0,9,000-OWN COUNTRY,2003,5.0,2,9,9.0,10,10,99.0,99.0,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,1,9.0,1,H,11,,,9.0,9.0,03,9,9,9.0,9.0
130815,0.2704422127,_A,2004,17,18,ES,0.0,1,9,1,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1998,99.0,5.0,4,3.0,3.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,,04,9,9,9.0,
130835,0.392294922,_A,2004,20,21,ES,3.0,1,9,1,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004,4.0,2,2,3.0,20,12,,,11,0.0,20.0,1,1,9.0,99,9,9999,99.0,9.0,9,4.0,2.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,1,,,9.0,9.0,02,9,9,9.0,9.0
130842,0.2308175941,_A,2004,17,18,ES,3.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,5.0,4,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,4.0,9.0,9.0,,03,9,9,9.0,
130870,0.1662257248,_A,2004,16,17,ES,0.0,1,9,4,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,3.0,1,0,0,0,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,M,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
130880,0.2577992876,_A,2004,25,26,ES,0.0,1,9,3,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,5.0,5.0,4,3.0,1.0,1,0,1,1,1,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,2.0,9.0,9.0,,02,9,9,9.0,
130893,0.2463291613,_A,2004,16,17,ES,0.0,1,9,4,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2003,5.0,1,2,4.0,50,50,,,97,,50.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,11,,,9.0,9.0,04,9,9,9.0,9.0
130898,0.5146782437,_A,2004,14,15,ES,3.0,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,6.0,1.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,03,9,9,9.0,
130903,0.1766438349,_A,2004,18,19,ES,0.0,1,9,1,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,6.0,1.0,1,0,0,1,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,1.0,9.0,9.0,,03,9,9,9.0,
130926,0.0946884439,_A,2004,20,21,ES,3.0,1,9,6,2,5,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,5.0,5.0,4,6.0,3.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,7.0,9.0,9.0,,04,9,9,9.0,
130929,0.2261545169,_A,2004,21,22,ES,0.0,1,9,1,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,9.0,5.0,4,3.0,3.0,1,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,3.0,1,H,999,6.0,9.0,9.0,,03,9,9,9.0,
130973,0.3025585467,_A,2004,20,21,ES,0.0,1,9,2,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,5.0,5.0,4,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,H,999,5.0,9.0,9.0,,04,9,9,9.0,
130988,0.3600587195,_A,2004,21,22,ES,3.0,1,9,3,2,5,2004,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2003,5.0,1,2,,40,24,,,14,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,3.0,1,0,1,1,1,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,H,12,,,9.0,9.0,01,9,9,9.0,9.0
130990,0.2162923594,_A,2004,15,16,ES,0.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,H,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
131018,0.2594797459,_A,2004,17,18,ES,0.0,1,9,5,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,1.0,9.0,9.0,,04,9,9,9.0,
131026,0.2202525811,_A,2004,15,16,ES,0.0,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,2.0,5.0,4,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,M,999,5.0,9.0,9.0,,02,9,9,9.0,
131086,0.6614845267,_A,2004,15,16,ES,0.0,1,9,6,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,4.0,1,2,1.0,60,60,,,97,,60.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,2.0,0,1,0,0,0,0,0,0,0,1,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,0,,,9.0,9.0,03,9,9,9.0,9.0
