,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
126726,,_A,2013,21,23.0,DK,0.0,1,9,4,2,5,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,4.0,1.0,2.0,4.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,9.0,9,1.0,,,999.0,1.0,,999.0,9.0,1.0,,1.0,,,9,9,9,9,9,9
126737,0.0305952086,_A,2013,4,5.0,DK,0.0,1,9,1,2,1,2013,1,1.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,2011.0,6.0,1.0,9.0,9.0,40.0,40.0,99,99,97.0,1.0,45.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,1,2.0,9.0,2.0,999.0,1.0,600.0,999.0,9.0,0.0,M,19.0,,A,9,9,9,9,9,9
126740,0.0226832583,_A,2013,23,25.0,DK,3.0,1,9,1,2,6,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,10.0,1.0,1.0,9.0,37.0,45.0,8,0,16.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,3,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,8.0,,H,9,9,9,9,9,9
126746,0.0864781956,_A,2013,50,51.0,DK,0.0,1,9,4,2,12,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,1.0,1.0,2.0,7.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,23.0,,H,9,9,9,9,9,9
126756,,_A,2013,38,40.0,DK,0.0,1,9,4,2,9,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,3,2,0,0,0,1,1,0,0,0,0,1,0,0,0,9.0,1,2.0,9.0,,999.0,2.0,999.0,999.0,2.0,,,999.0,,9,9,9,9,9,9,9
126760,0.0494685746,_A,2013,43,45.0,DK,3.0,1,9,4,2,10,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,10,5,4,2,3,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,8.0,2.0,999.0,200.0,3.0,1.0,L,999.0,5.0,9,9,J,9,9,9,H
126770,0.0381209334,_A,2013,5,6.0,DK,3.0,1,9,4,2,1,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2009.0,99.0,2.0,1.0,9.0,5.0,10.0,0,0,1.0,0.0,10.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,1.0,3.0,2.0,999.0,1.0,900.0,999.0,9.0,1.0,L,48.0,,H,9,9,9,9,9,9
126781,0.0285806015,_A,2013,21,23.0,DK,0.0,1,9,3,2,5,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,5.0,1.0,2.0,2.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,2,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,0.0,,H,9,9,9,9,9,9
126801,0.0430885031,_A,2013,8,9.0,DK,0.0,1,9,4,2,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2006.0,99.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,84.0,,H,9,9,9,9,9,9
126803,0.0602748304,_A,2013,43,44.0,DK,0.0,1,9,3,2,10,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2010.0,99.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,20.0,1.0,500.0,999.0,9.0,1.0,M,36.0,,H,9,9,9,9,9,9
126815,0.1321299274,_A,2013,4,6.0,DK,0.0,1,9,1,2,1,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,11.0,1.0,2.0,2.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,M,2.0,,H,9,9,9,9,9,9
126822,0.0273238203,_A,2013,43,44.0,DK,3.0,1,9,2,2,10,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,6,5,4,3,1,1,0,1,1,1,1,1,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,80.0,2.0,999.0,500.0,1.0,1.0,H,999.0,3.0,9,9,G,9,9,9,G
126835,0.150250208,_A,2013,4,5.0,DK,3.0,1,9,4,2,1,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2011.0,4,5,4,3,3,1,1,1,1,1,1,1,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,3.0,0.0,L,999.0,6.0,9,9,Q,9,9,9,H
126856,0.0190563493,_A,2013,33,34.0,DK,0.0,1,9,2,2,8,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2010.0,99.0,2.0,1.0,9.0,4.0,5.0,0,0,1.0,1.0,38.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,1.0,500.0,999.0,9.0,0.0,M,36.0,,G,9,9,9,9,9,9
126861,0.0570409096,_A,2013,35,37.0,DK,3.0,1,9,1,2,8,2013,1,1.0,20.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,3,5,4,3,1,0,0,1,1,0,0,0,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,700.0,1.0,0.0,L,999.0,5.0,9,9,F,9,9,9,F
126866,0.0365353333,_A,2013,42,43.0,DK,3.0,1,9,2,2,10,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,1.0,2.0,2.0,999.0,3.0,999.0,999.0,9.0,1.0,L,999.0,,9,9,9,9,9,9,9
126879,0.0312167624,_A,2013,42,44.0,DK,3.0,1,9,3,2,10,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2009.0,99,5,4,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,24.0,2.0,999.0,900.0,1.0,1.0,M,999.0,8.0,9,9,K,9,9,9,H
126903,,_A,2013,43,44.0,DK,0.0,1,9,4,2,10,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,5,1,0,1,0,1,0,0,0,0,0,0,0,0,1,9.0,2,1.0,,,999.0,3.0,999.0,999.0,9.0,1.0,,999.0,,9,9,9,9,9,9,9
126916,0.0264704004,_A,2013,6,7.0,DK,0.0,1,9,1,2,2,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,12,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,1.0,0.0,H,999.0,2.0,9,9,Q,9,9,9,H
126922,0.03140035,_A,2013,2,3.0,DK,0.0,1,9,2,2,1,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2011.0,7,5,4,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,900.0,1.0,1.0,L,999.0,6.0,9,9,G,9,9,9,G
126952,0.0354649946,_A,2013,4,5.0,DK,3.0,1,9,3,2,1,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,7,5,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,1.0,3.0,2.0,999.0,3.0,999.0,900.0,9.0,1.0,L,999.0,4.0,9,9,A,9,9,9,A
126954,0.0864385733,_A,2013,7,8.0,DK,0.0,1,9,2,2,2,2013,1,1.0,32.0,005-EU28,5.0,005-EU28,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,3.0,1.0,2.0,4.0,40.0,40.0,0,0,97.0,0.0,41.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,84.0,1.0,200.0,999.0,9.0,1.0,H,11.0,,H,9,9,9,9,9,9
126985,0.0757317822,_A,2013,44,45.0,DK,0.0,1,9,2,2,10,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,2.0,1.0,200.0,999.0,9.0,1.0,H,60.0,,H,9,9,9,9,9,9
126989,0.1233213482,_A,2013,3,4.0,DK,0.0,1,9,2,2,1,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,999.0,3.0,0.0,M,999.0,,9,9,9,9,9,9,9
126996,0.0577636813,_A,2013,1,3.0,DK,3.0,1,9,3,2,1,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,10,5,4,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,300.0,1.0,0.0,L,999.0,3.0,9,9,C,9,9,9,B
127003,0.0176909066,_A,2013,27,28.0,DK,0.0,1,9,2,2,7,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,9,5,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,1.0,32.0,2.0,999.0,900.0,1.0,1.0,L,999.0,4.0,9,9,H,9,9,9,H
127026,0.0550252037,_A,2013,28,30.0,DK,0.0,1,9,3,2,7,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,10.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,16.0,1.0,300.0,999.0,9.0,1.0,L,9.0,,H,9,9,9,9,9,9
127061,,_A,2013,17,19.0,DK,0.0,1,9,4,2,4,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,3.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,25.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,,999.0,1.0,,999.0,9.0,,,1.0,,,9,9,9,9,9,9
127084,0.0277130838,_A,2013,48,49.0,DK,0.0,1,9,3,2,11,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,3,1,0,0,1,1,1,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,999.0,1.0,0.0,M,999.0,,9,9,9,9,9,9,9
127112,0.0506752409,_A,2013,16,18.0,DK,0.0,1,9,4,2,4,2013,1,2.0,20.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,3.0,2.0,2.0,5.0,8.0,5.0,0,0,4.0,1.0,36.0,1.0,2.0,5,0.0,9.0,9999.0,99,9,9,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,1.0,5.0,1.0,12.0,1.0,500.0,999.0,9.0,1.0,,13.0,,H,Q,9,9,9,H,9
127116,0.0896676297,_A,2013,1,3.0,DK,3.0,1,9,1,2,1,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,6,5,4,2,2,1,0,1,1,1,1,1,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,900.0,2.0,0.0,L,999.0,4.0,9,9,C,9,9,9,B
127122,0.109196139,_A,2013,2,4.0,DK,3.0,1,9,1,2,1,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,5,5,4,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,60.0,2.0,999.0,400.0,2.0,1.0,L,999.0,4.0,9,9,O,9,9,9,H
127135,0.0687302146,_A,2013,20,21.0,DK,0.0,1,9,4,2,5,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,8.0,2.0,2.0,4.0,24.0,24.0,0,0,97.0,1.0,37.0,1.0,2.0,5,7.0,9.0,9999.0,99,9,9,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,1.0,20.0,1.0,200.0,999.0,9.0,1.0,H,9.0,,H,P,9,9,9,H,9
127158,0.0470941068,_A,2013,43,45.0,DK,3.0,1,9,2,2,10,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,7,5,4,3,1,0,0,1,1,1,1,0,1,0,0,0,0,0,9.0,1,2.0,9.0,1.0,6.0,2.0,999.0,500.0,1.0,1.0,L,999.0,3.0,9,9,Q,9,9,9,H
127160,0.0463736187,_A,2013,5,6.0,DK,3.0,1,9,4,2,1,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,2.0,2.0,4.0,30.0,30.0,0,0,97.0,0.0,30.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,1.0,6.0,1.0,200.0,999.0,9.0,1.0,H,60.0,,H,9,9,9,9,9,9
127202,,_A,2013,7,9.0,DK,0.0,1,9,4,2,2,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2006.0,99.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,,999.0,1.0,400.0,999.0,9.0,,,84.0,,G,9,9,9,9,9,9
127203,,_A,2013,22,24.0,DK,0.0,1,9,4,2,5,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,6.0,2.0,1.0,9.0,15.0,10.0,0,0,11.0,1.0,15.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,9.0,1,1.0,,,999.0,1.0,,999.0,9.0,1.0,,11.0,,,9,9,9,9,9,9
127207,,_A,2013,18,20.0,DK,0.0,1,9,4,2,5,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,2005.0,99.0,1.0,9.0,9.0,40.0,40.0,99,99,97.0,0.0,37.0,1.0,2.0,5,20.0,9.0,9999.0,99,9,9,2,1,0,0,1,1,1,1,1,0,0,1,0,0,0,9.0,9,2.0,9.0,,999.0,1.0,,999.0,9.0,,,96.0,,,,9,9,9,,9
127213,0.1048061877,_A,2013,26,27.0,DK,0.0,1,9,1,2,6,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2008.0,99,5,4,3,3,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,3.0,0.0,M,999.0,8.0,9,9,G,9,9,9,G
127214,,_A,2013,24,26.0,DK,0.0,1,9,4,2,6,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2011.0,8.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,9,1.0,,,999.0,1.0,,999.0,9.0,1.0,,22.0,,,9,9,9,9,9,9
127217,0.0071233103,_A,2013,32,33.0,DK,0.0,1,9,2,2,8,2013,1,1.0,20.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,3,5,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,1.0,3.0,1.0,45.0,2.0,999.0,900.0,1.0,1.0,L,999.0,3.0,9,9,G,9,9,9,G
127221,0.0383674953,_A,2013,36,37.0,DK,0.0,1,9,1,2,9,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,8.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,30.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,13.0,,H,9,9,9,9,9,9
127236,0.0528256589,_A,2013,51,1.0,DK,0.0,1,9,2,2,12,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,500.0,999.0,9.0,0.0,M,24.0,,H,9,9,9,9,9,9
127242,0.0315174795,_A,2013,40,41.0,DK,3.0,1,9,1,2,10,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,6.0,2.0,1.0,9.0,20.0,10.0,0,0,7.0,1.0,40.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,1.0,500.0,999.0,9.0,0.0,M,4.0,,H,9,9,9,9,9,9
127276,0.0677908456,_A,2013,38,39.0,DK,0.0,1,9,2,2,9,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2011.0,11,5,4,2,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,800.0,2.0,0.0,L,999.0,6.0,9,9,C,9,9,9,B
127277,0.0256693284,_A,2013,4,5.0,DK,3.0,1,9,1,2,1,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,12,5,4,3,1,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,800.0,1.0,0.0,M,999.0,2.0,9,9,C,9,9,9,B
127323,0.1103773561,_A,2013,10,11.0,DK,0.0,1,9,4,2,3,2013,1,2.0,32.0,005-EU28,5.0,005-EU28,1.0,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,800.0,999.0,9.0,0.0,,60.0,,B,9,9,9,9,9,9
127342,0.0220168984,_A,2013,14,16.0,DK,3.0,1,9,3,2,4,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,1.0,2.0,1.0,,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
127378,0.016318218,_A,2013,13,14.0,DK,3.0,1,9,1,2,3,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,2,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,1.0,2.0,1.0,80.0,2.0,999.0,999.0,2.0,1.0,L,999.0,,9,9,9,9,9,9,9
127379,0.0475859751,_A,2013,30,32.0,DK,0.0,1,9,2,2,7,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2006.0,99.0,1.0,1.0,9.0,37.0,30.0,0,0,15.0,1.0,34.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,300.0,999.0,9.0,0.0,M,84.0,,B,9,9,9,9,9,9
